company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
IncluIT,internet-of-things,"Founded in 1994, IncluIT is an IT firm. Their team of around 350 is based in Buenos Aires, with an additional office in Miami. They focus on IT strategy consulting, BI & big data consulting, and IT staff augmentation.",4.9,(11 Reviews),Intel; Wind; Commscope; Telecom,A telecom software company engaged with IncluIT for SaaS development. The goal is to create an alternative to an internal application for consulting services.,"['Automotive', 'Financial services', 'Medical', 'Information technology', 'Media', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Córdoba, Argentina",250 - 999 employees,"$50,000+"
SquadTec Poland,internet-of-things,"SquadTec Poland is an IoT development company founded in 2020. Their small team is located in Kraków, Poland and provides IoT development.",4.5,(1 Reviews),,SquadTec Poland augmented a security technology company's technical team during their software development phase. They helped perform QA automation for a unique cybersecurity product.,"['Automotive', 'Consumer products & services', 'GPS, Navigation & GIS', 'Medical', 'Information technology', 'Manufacturing', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Kraków, Poland",10 - 49 employees,"$50,000+"
Syberry,internet-of-things,"Syberry is a custom software development company of 65 employees, founded in 2011. Their headquarters is in Austin, Texas, with other locations in Warsaw, Poland, Minsk, Belarus, and New York. They offer services in custom software development, and application management and support.",5.0,(12 Reviews),FTSE Russell; Shell Oil and Gas; BSWH; London Stock Exchange,"Brought on as a third party, Syberry supplies ongoing development services. They work on multiple projects and deliver according to pre-determined design specifications.",,"Austin, TX",250 - 999 employees,"$50,000+"
alligatortek,internet-of-things,"Alligatortek is a software company headquartered in Chicago with an office in Oakbrook Terrace, Ill. Since 1993, their team of 59 has lent its services in custom software development, mobile app development, and cloud consulting & SI. They specialize in Azure, and have experience in working with frameworks such as .NET, AngularJS, and React Native.",4.9,(5 Reviews),Feeding America; US Foods; Chicago Zoological Society; ARCO Murray,alligatortek is a long-term software and web development partner for a pallet and container manufacturer. They collaborate on major projects each year to improve internal software or add functionality.,,"Chicago, IL",50 - 249 employees,"$10,000+"
astarios,internet-of-things,"astarios is a Swiss Technology Innovation Partner based in Zurich operated by a team of fewer than 50 professionals. The company has provided IoT, custom software, and web development services to clients from small to mid-sized businesses since 2016. They have experience working in the fields of IT, advertising, and hospitality.",5.0,(5 Reviews),Suter AG; Swiss Private Banking; Aleacta,"astarios development services are responsible for several tasks including API integrations, creating data processing pipelines. They’re also working on a self-learning algorithm.","['Financial services', 'Information technology', 'Energy & natural resources']","Rudolfstetten-Friedlisberg, Switzerland",10 - 49 employees,"$25,000+"
AgileVision.io,internet-of-things,"AgileVision is a digital transformation consultancy and custom software development house with headquarter in Krakow, Poland, and R&D center in Chernihiv, Ukraine. Established in 2016, they have more than 35 employees and focus on SaaS, IoT, cloud infrastructure, and technology integration to improve business operations. AgileVision is a reliable AWS partner. ",4.8,(6 Reviews),Siemens; MoboPay,"Replacing less competent providers, AgileVision developed an Android application and a web solution. The app allows users to market their products to other people with mobile phones within a certain distance.","['Manufacturing', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Kraków, Poland",10 - 49 employees,"$10,000+"
Art+Logic,internet-of-things,"Located in Pasadena, Calif., Art + Logic is a development and design firm that was founded in 1991. The team of 85 work with a diverse set of clients on their custom software development, web development, web design, and mobile app development needs.",4.5,(5 Reviews),Yamaha; HP; NASA; Apple,Art + Logic is building a new management system with enabling packages to replace a legacy application. The team provides UX/UI design and technical training services during development. ,,"Pasadena, CA",50 - 249 employees,"$10,000+"
Webnexs,internet-of-things,"Webnexs is a software development company based in Chennai, India. They were founded in 2015 and specialize in eCommerce development, mobile app development, and custom software development. Their team of 23 employees work with primarily enterprise clients in the business services and IT industries.",5.0,(1 Reviews),halwakadai.com; orderyourchoice.com; blessingtv.tv; 3lamodak.com - Daily Deals business in Saudi Arabia,Webnexs created a website for a car retailer with the goal of starting an online presence. The also team helped develop marketing ideas to increase customer engagement.,"['Advertising & marketing', 'Business services', 'Information technology']","Chennai, India",50 - 249 employees,"$1,000+"
TAGsoft - IoT,internet-of-things,"TAGsoft is an IoT firm based in Kharkiv, Ukraine. Founded in 2010, their team of 30 serves clients in the IT sector. Services include mobile app development and IoT.",5.0,(2 Reviews),,"TAGsoft developed a prototype for a digital system that regulates microclimates on farms. They also worked on the frontend, backend, and database of a cloud-based monitoring system. ","['Business services', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Information technology', 'Real estate', 'Telecommunications']","Kharkiv, Ukraine",2 - 9 employees,"$10,000+"
Develandoo,internet-of-things,"Develandoo is a software development firm based in Munich, Germany. They were founded in 2014, and specialize in accelerating early-stage ventures using artificial intelligence. Their team has 63 employees and offers full-cycle web development and design, e-commerce development, and a wide range of other strategies for enhancing technology startups.",4.9,(21 Reviews),Welocalize - Leading Data Provider; KPIT - Leading German Automotive Company; Scylla - World's best gun detection system,"Develandoo works on various research and dev projects for a localization services provider. In one case, they assisted with the Python development and maintenance of a pilot platform for a software company. ","['Automotive', 'Financial services', 'Government', 'Supply Chain, Logistics, and Transport']","Yerevan, Armenia",50 - 249 employees,"$25,000+"
KOALA42,internet-of-things,"Koala 42 is a web development firm. They focus on web development, mobile app development, ux/ui design, and AR/VR development and were established in 2018. Their small team is located in Praha, Czech Republic.",5.0,(7 Reviews),,KOALA42 developed an internal database to facilitate the administration of holiday tours of a school travel agency. The team mapped out the requirements and recommended the best possible solutions.,"['Business services', 'eCommerce', 'Information technology', 'Energy & natural resources', 'Supply Chain, Logistics, and Transport']","Praha, Czech Republic",10 - 49 employees,"$10,000+"
Devision,internet-of-things,"Devision is a development outsourcing firm based in Sofia, Bulgaria with an office in Ukraine. Established in 2007, Devision has just under 60 employees and provides a wide range of development services based on a comprehensive technology stack. They offer development of custom software, web applications, and Android and iOS mobile apps to mid-market and enterprise clients in the business services, IT, and telecommunications sectors. ",5.0,(10 Reviews),COPYBOOK; Bayer; Allianz; 3B Nexus,"Devision provides development staff for a digital agency. They send candidates that go through a selective process. They assist them with their Flutter, iOS, Java, and Angular. ","['Business services', 'Hospitality & leisure', 'Information technology', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Sofia, Bulgaria",10 - 49 employees,"$50,000+"
